Titulo,Categoria,Resumo,Status
Orkut de volta? Fundador reativa site e diz que está construindo algo novo: 'Vejo vocês em breve' ,tecnologia,Rede social foi sucesso nos anos 2000 e conquistou 300 milhões de usuários ao redor do mundo. Anúncio foi feito dois dias após compra do Twitter por Elon Musk. ,0
WhatsApp: como fazer chamadas em grupos de até 32 pessoas,tecnologia,Aprenda a fazer ligações para vários contatos ao mesmo tempo no aplicativo.,0
O que é o WhatsApp Comunidades,tecnologia,"Recurso permitirá agregar vários grupos, possibilitando comunicação entre milhares de pessoas de uma só vez. Ele será lançado globalmente neste ano, mas, no Brasil, somente após as eleições.",0
Por que boom de seguidores de Bolsonaro após anúncio de compra do Twitter intriga especialistas,tecnologia,"Segundo Christopher Bouzy, CEO da BotSentinel, plataforma apartidária desenvolvida para classificar e rastrear bots e trolls, contas não são 'orgânicas'. Twitter afirmou que osiclações parecem ter ocorrido 'organicamente'.",0
"Modelo, tiktoker e mãe de Elon Musk: quem é Maye Musk, que faz sucesso aos 74 anos",tecnologia,"Ela se consagrou como modelo depois dos 60 anos e é contratada pela IMG Models, agência que representa Hailey Bieber e as irmãs Bella e Gigi Hadid.",0
Musk diz que Twitter tem que chatear tanto a extrema direita quanto a extrema esquerda,tecnologia,"Para o bilionário, a liberdade de expressão deve permitir o que está dentro da lei. Ele é um crítico das regras de moderação da plataforma e indica que elas poderão ser alteradas após a mudança de comando.",0
O que é o WhatsApp Comunidades,tecnologia,"Recurso permitirá agregar vários grupos, possibilitando comunicação entre milhares de pessoas de uma só vez. Ele será lançado globalmente neste ano, mas, no Brasil, somente após as eleições.",0
WhatsApp diz a Bolsonaro que acordo com o TSE não interferiu em decisão de adiar nova ferramenta,tecnologia,Empresa já havia anunciado que recurso para encaminhar mensagem a milhares de destinatários só vai valer depois das eleições. Representantes do app se reuniram com o presidente. ,0
Senado aprova texto com regras para transações envolvendo moedas virtuais,tecnologia,"Projeto que segue para análise da Câmara inclui punição para fraudes e análise de transações atípicas pelo Coaf. Normas seguem recomendações e exemplos internacionais, dizem senadores.",0
Musk deve pagar US$ 1 bilhão se não cumprir acordo de compra do Twitter,tecnologia,"Caso o empresário não apresente financiamento do valor de US$ 44 bilhões, multa pode ser cobrada. O negócio pode ser encerrado se não for fechado até 24 de outubro, revela contrato.",0
Tesla perde US$ 126 bilhões em valor de mercado após Elon Musk comprar Twitter ,tecnologia,Ações da montadora desvalorizaram mais de 12% após bilionário chegar a acordo para comprar a rede social.,0
Como excluir a conta do Twitter,tecnologia,"Antes de deixar a rede social, usuário precisa desativar perfil e ficar, pelo menos, 30 dias sem acessar a plataforma.",0
O 'espelho fitness inteligente' que promete melhorar nossos exercícios físicos,tecnologia,Aparelhos permitem que o usuário veja seu reflexo ao mesmo tempo que assiste ao treino com um instrutor,0
"Conheça 5 aplicativos que podem ser alternativas ao Twitter, comprado por Elon Musk",tecnologia,"Acordo entre a empresa e o bilionário recebeu críticas de alguns usuários, que prometeram abandonar a plataforma.",0
Políticos e economistas repercutem a compra do Twitter por Elon Musk,tecnologia,A principal preocupação tem sido sobre controle de conteúdo na rede social. O bilionário é contra as regras de moderação da empresa.,0
Elon Musk coleciona série de tuítes polêmicos; veja os que mais repercutiram ,tecnologia,"Magnata comprou o Twitter por US$ 44 bilhões na segunda-feira (25). Com mais de 85 milhões de seguidores no perfil, ele é conhecido por comentários inusitados, piadas e críticas. ",0
De onde Elon Musk vai tirar US$ 44 bilhões para comprar o Twitter,tecnologia,"O homem mais rico do planeta tem um patrimônio avaliado em US$ 265 bilhões, mas ainda não deixou claro como vai usar a fortuna para fechar a compra da rede social.",0
UE diz que Musk terá que respeitar as leis digitais do continente após compra do Twitter,tecnologia,O empresário americano recentemente anunciou a compra da rede social com a premissa de total liberdade de expressão.,0
'Mais difícil do que parece': a reação da imprensa internacional à compra do Twitter por Elon Musk,tecnologia,"Economist, Wall Street Journal e Financial Times destacaram desafios de moderar conteúdo na plataforma diante do cenário polarizado e repleto de desinformações do mundo atual.",0
O que pode mudar no Twitter com a compra por Elon Musk,tecnologia,"Especialistas dizem que plataforma pode ter dificuldades se bilionário enfraquecer moderação de conteúdo. E acreditam que ele também vai mirar no crescimento da rede, que é menor do que rivais.",0
"Elon Musk 'é a solução na qual confio', diz cofundador do Twitter, Jack Dorsey",tecnologia,"Dorsey, que se afastou do comando da rede social em 2021, mas mantém cadeira no conselho, elogiou decisão de o Twitter voltar a ser uma empresa fechada, sem influência da bolsa de valores.",0
Jeff Bezos faz provocação sobre possível influência da China no Twitter após acordo com Elon Musk,tecnologia,"Fundador da Amazon usou seu perfil para perguntar se o governo chinês terá mais espaço na ""praça da cidade"", termo usado por Musk para se referir à importância da rede social para o debate público.",0
Elon Musk e o Twitter: Uma relação antiga e polêmica,tecnologia,"O homem mais rico do mundo, Elon Musk, desistiu de comprar a rede social Twitter por 44 bilhões de dólares. Mas a relação do bilionário com o Twitter começou bem antes.",0
'RIP Twitter': usuários falam em 'morte' da rede social após compra de Elon Musk ,tecnologia,Assunto ficou entre os mais comentados na plataforma nesta segunda-feira (25).,0
Elon Musk compra o Twitter: o que se sabe até agora e quais são os próximos passos,tecnologia,Bilionário chegou a um acordo para adquirir a rede social por US$ 44 bilhões (cerca de R$ 215 bilhões) e transformá-la em uma empresa de capital fechado.,0
Quem é Elon Musk e por que ele comprou o Twitter,tecnologia,O homem mais rico do mundo chegou a um acordo de US$ 44 bilhões para adquirir da rede social.,0
Trump diz que não voltará ao Twitter se Elon Musk reativar sua conta,tecnologia,"Homem mais rico do mundo fechou negociação para adquiri rede social e torná-la um espaço de liberdade de expressão, mas ex-presidente americano diz que já não quer mais ter conta lá. Trump foi banido do Twitter após a invasão do Capitólio em Washington.",0
"Desafio para duelo com Putin, proposta para colonizar Marte: veja 7 polêmicas e excentricidades de Elon Musk",tecnologia,"Magnata, que arrematou o Twitter por US$ 44 bilhões nesta segunda-feira (25), é conhecido por seus comentários e atitudes inusitadas, como ter dado um nome praticamente impronunciável para seu filho.",0
"
Ações do Twitter sobem 6% com aprovação de compra por Elon Musk",tecnologia,Rede social anunciou nesta segunda-feira (25) que fechou um acordo definitivo para ser comprado pelo bilionário em uma transação estimada em US$ 44 bilhões.,0
Da fundação ao acordo com Elon Musk: veja a cronologia do Twitter,tecnologia,"Fundada em 2006, a plataforma tem mais de 217 milhões de usuários e chegou a um acordo para ser adquirida pelo bilionário por US$ 44 bilhões.",0
Relembre negócios bilionários envolvendo empresas de tecnologia ,tecnologia,"Nesta segunda-feira (25), empresário Elon Musk chegou a um acordo para comprar a rede social Twitter por US$ 44 bilhões. Setor tem sido marcado por negócios bilionários nos últimos anos.",0
Elon Musk fecha acordo para comprar Twitter,tecnologia,"Fundada em 2006, a plataforma tem mais de 217 milhões de usuários mensais e foi adquirida pelo bilionário por cerca de US$ 44 bilhões.",0
Uber deixa recursos de segurança mais visíveis aos usuários do aplicativo; veja o que foi mudado,tecnologia,Atualização da interface ocorreu após pesquisas internas mostrarem que muitas ferramentas eram pouco conhecidas e usadas.,0
"
Proposta de compra do Twitter por Elon Musk gera memes e divide opiniões de usuários ",tecnologia,Assunto se tornou um dos mais comentados desta segunda-feira (25) na rede social; bilionário fechou acordo por US$ 44 bilhões.,0
Aplicativo do governo federal passa a permitir assinatura digital por meio de smartphones,tecnologia,"Serviço já estava disponível pelo computador e permite assinatura digital em documentos relacionados com abertura de empresas e transferência de veículos, entre outros.",0
"
Twitter pode aceitar proposta de compra de Elon Musk em breve",tecnologia,"Segundo fontes consultadas pela Reuters, acordo pode ser anunciado ainda nesta segunda (25).",0
Twitter veta anúncios que contrariam o que diz a ciência sobre as mudanças climáticas,tecnologia,"Segundo a empresa, a negação das mudanças climáticas não deve ser monetizada e publicidade desonesta não deve prejudicar discussões sobre esse tema.",0
UE aprova legislação histórica para controle de plataformas digitais,tecnologia,"Os países membros da União Europeia e do Parlamento Europeu adotaram neste sábado (23) uma nova legislação destinada às plataformas digitais, que são instadas a intensificar seus esforços para combater conteúdos ilegais online.",0
Elon Musk confirma ter recusado pedido de Bill Gates sobre conversas filantrópicas,tecnologia,O dono da Tesla Motors disse por mensagem que é a empresa que mais luta pelo combate às mudanças climáticas e que não iria ao encontro.,0
"No AC, Apple é condenada a indenizar cliente em R$ 8 mil por vender iPhone sem carregador",tecnologia,"Decisão é do Juizado Especial Cível da Comarca de Xapuri, interior do Acre.",0
Talibãs proíbem TikTok e jogo PUBG no Afeganistão,tecnologia,"Populares entre os jovens afegãos, ambos os aplicativos são acusados de 'perverterem' a juventude pelo governo talibã.",0
Elon Musk pretende destinar US$ 21 bilhões de sua fortuna para comprar Twitter e considera falar diretamente com acionistas ,tecnologia,"CEO da Tesla disse que conseguiu quase US$ 46,5 bilhões para financiar a operação.",0
Netflix: as razões por trás da primeira queda de assinantes em 10 anos,tecnologia,"Empresa perdeu 200 mil assinantes no primeiro trimestre deste ano; saída da Rússia, alta do custo de vida e concorrência acirrada são citadas como motivos para debandada.",0
Apple é condenada a pagar indenização de R$ 5 mil por vender iPhone sem carregador,tecnologia,"Decisão é do dia 18 de abril do 6º Juizado Especial Cível de Goiânia (GO). Em 2021, Procon-SP chegou a multar a empresa em R$ 10 milhões por vender iPhones sem carregador.",0
Netflix perde US$ 54 bilhões em valor de mercado após queda no número de assinantes,tecnologia,"Na terça-feira (19), a empresa reportou uma redução de 200 mil usuários no primeiro trimestre.",0
Câmara conclui votação de MP que dá acesso grátis à internet móvel para estudantes da rede pública,tecnologia,"Matéria segue, agora, para o Senado. No ano passado, Bolsonaro vetou projeto semelhante, mas Congresso derrubou veto e restaurou validade da proposta.",0
Netflix registra queda no número de assinantes pela 1ª vez em uma década,tecnologia,"Streaming teve 200 mil pagantes a menos no 1º trimestre, quando a previsão era adicionar 2,5 milhões. Empresa volta a falar em cobrar quem compartilha senhas.",0
McDonald's diz que dados de clientes no Brasil foram acessados sem autorização após 'incidente',tecnologia,Representante afirmou que não houve exposição de 'dados sensíveis' e que informou a Agência Nacional de Proteção de Dados (ANPD) sobre o caso. Número de clientes afetados não foi informado.,0
Google lança painel para tirar dúvidas sobre título de eleitor na busca; veja como acessar,tecnologia,"Segundo o Google Trends, a pergunta 'como tirar título de eleitor' foi uma das 20 questões mais buscadas dos últimos 30 dias no Brasil.",0
Como revelei meu câncer aos 'crushes' em app de relacionamento,tecnologia,A escocesa Katherine Crowson tinha 29 anos quando foi diagnosticada com câncer de mama em estágio 3.,0
Instagram: como baixar as fotos publicadas na rede social,tecnologia,Em poucos passos é possível recuperar o conteúdo postado no feed e nos stories da plataforma.,0
MPF questiona WhatsApp sobre possibilidade de estrear megagrupos no Brasil em 2023,tecnologia,"Na última sexta-feira (18), plataforma anunciou a estreia global da ferramenta Comunidades, mas adiou seu funcionamento no Brasil para depois das eleições.",0
Elon Musk diz que não tem casa própria e mora em imóveis de amigos,tecnologia,"Bilionário dono da Space X afirmou que a expectativa é enviar 1 milhão de pessoas até 2050 em naves estelares. Segundo ele, 'qualquer um pode trabalhar e economizar' para viajar até  Marte por US$ 100 mil. ",0
Telegram ganha som de notificação personalizado em pacote de atualização; veja as novidades,tecnologia,Melhorias foram anunciadas no sábado (16) e já é possível baixar nos sistemas Android e iOS; é a terceira atualização que o aplicativo recebe neste ano.,0
Astronautas chineses voltam à Terra após encerrarem missão espacial mais longa da China,tecnologia,"Shenzhou-13 é a mais recente missão do programa da China para competir com os EUA no espaço, após pousar um rover (veículo de exploração espacial) em Marte e coletar amostras da Lua.",0
Por que especialistas temem que Musk reduza a moderação no Twitter se comprar a rede social,tecnologia,"Bilionário tem sinalizado que deseja alterar as regras da plataforma para ampliar liberdade de expressão. Segundo analistas ouvidos pelo g1, mudança poderia facilitar a circulação de crimes, discurso de ódio e desinformação no serviço.",0
"Após 58 anos separados, filha reencontra pai pelo Facebook",tecnologia,Pessoas de grupo na rede social conseguiram ajudar Julie Lund a encontrar Brian Rothery.,0
WhatsApp X Telegram: aplicativo da dona do Facebook se aproxima do rival com ferramenta que agrega grupos,tecnologia,"Adiado no Brasil, o Comunidades tem potencial de enviar avisos a milhares de pessoas ao mesmo tempo, 'driblando' a limitação de contatos em cada grupo do WhatsApp. Telegram já permitia interatividade maior, com grupos de até 200 mil membros, e é alvo de críticas.",0
"Bolsonaro chama acordo entre TSE e WhatsApp de 'censura' e diz que, para ele, medida 'não tem validade'",tecnologia,"Aplicativo permitirá envio de mensagem para milhares de pessoas; no Brasil, só após as eleições. WhatsApp diz que medida é 'cautela' em ano eleitoral; G1 procurou TSE e aguarda resposta.",0
"Banco Pan confirma vazamento de dados de clientes, mas não informa quantos foram expostos",tecnologia,"Segundo a instituição financeira, uma 'fragilidade' na plataforma de um fornecedor de tecnologia permitiu o vazamento de informações de clientes. Banco Pan diz que dados completos de cartão e senhas não foram expostos.",0
Twitter adota mecanismo para proteger acionistas contra proposta de Elon Musk,tecnologia,"Conselho de administração aprovou 'poison pill', meio usado por empresas de capital aberto para evitar aquisições hostis. Bilionário fez proposta de US$ 41 bilhões pela empresa, mas disse que tem plano B caso a oferta não seja aceita.",0
Elon Musk diz que já tem um 'plano B' caso não consiga comprar o Twitter,tecnologia,"Em entrevista, o bilionário afirmou que não quer adquirir a empresa para 'fazer dinheiro'. Segundo Musk, a rede social é um espaço importante para a defesa da liberdade de expressão no mundo. ",0
Elon Musk x Twitter: por que o bilionário quer comprar a rede social e o que pode mudar na plataforma,tecnologia,O fundador da Tesla fez uma proposta para adquirir empresa por US$ 43 bilhões.,0
Como escolher drone para iniciantes ,tecnologia,"'Pipa' moderna requer registro na Anac se pesar mais do que 250 gramas, o que não é o caso dos mais básicos. Seleção traz modelos vão de brinquedo voador que faz piruetas aos com câmeras de alta resolução.",0
FBI acusa hackers ligados à Coreia do Norte de roubar US$ 620 milhões em criptomoedas,tecnologia,"Ronin Network, uma rede vinculada à criptomoeda Ethereum especializada em games, informou que um ataque dirigido à sua blockchain gerou 173.600 ethers e US$ 25,5 milhões em moeda estável.",0
Veja quais são as novas funcionalidades do WhatsApp,tecnologia,"Nas próximas semanas, o aplicativo de mensagens vai ganhar diversos novos recursos para facilitar a interação nas conversas no mundo todo, inclusive no Brasil.",0
WhatsApp limita reencaminhamento de mensagens a 1 grupo por vez,tecnologia,"O aplicativo espera reduzir significativamente a disseminação de desinformação com a nova regra, que passa a valer para todos os usuários globalmente a partir de segunda-feira (18).",0
YouTube exclui vídeo de Bolsonaro sobre a eleição de 2018 após endurecer regras contra fake news ,tecnologia,"Empresa anunciou em março que tiraria do ar conteúdos falsos sobre a última disputa presidencial. No vídeo derrubado, Bolsonaro cita suposta fraude sem apresentar provas.",0
"WhatsApp anuncia ferramenta que pode agregar grupos com milhares de pessoas no Brasil, mas só depois das eleições",tecnologia,O aplicativo anunciou nesta quinta-feira (14) um sistema de comunidades que torna possível enviar avisos para diferentes grupos ao mesmo tempo. Por conta do acordo feito pela companhia com o TSE a novidade vai chegar depois para os brasileiros.,0
"Um dos principais acionistas do Twitter, príncipe saudita diz que rejeita a proposta de Musk de comprar a rede social",tecnologia,"O príncipe saudita Alwaleed bin Talal afirmou que valor proposto pelo bilionário ""não chega perto"" do valor da empresa. Em resposta, Musk questionou qual a opinião da Arábia Saudita sobre a liberdade de expressão jornalística.",0
"WhatsApp anuncia pacotão de melhorias: reações nas mensagens, envio de arquivos grandes e mais",tecnologia,"Nas próximas semanas, o aplicativo de mensagens vai ganhar diversos novos recursos para facilitar a interação nas conversas.",0
"Elon Musk propõe comprar Twitter por  US$ 41,5 bilhões ",tecnologia,"Dono da Tesla e da SpaceX já havia comprado quase 10% de participação na rede social. Em carta ao presidente do Twitter, Musk oferece US$ 54,20 por ação e diz que vai reconsiderar ser acionista na companhia caso a proposta seja negada. ",0
Passageiro 5 estrelas: motoristas de Uber revelam o que rende nota máxima (e o que rebaixa),tecnologia,Aplicativo agora mostra avaliações dadas pelos condutores. Profissionais dizem que avaliação piora quando cliente os estressa e abusa do veículo: 'Vomitou e não avisou'.,0
Português de 21 anos era líder de um dos maiores fóruns de hackers do mundo; veja como esquema funcionava,tecnologia,"Site 'RaidForums' vendia bilhões de dados roubados de empresas do mundo inteiro. Ele foi retirado do ar como resultado da Operação Tourniquet, coordenada pela Europol com os Estados Unidos, Reino Unido, Suécia, Portugal e Romênia. ",0
Brasil é o terceiro país que mais teve vídeos excluídos do TikTok em 2021,tecnologia,"Dados da rede social revelam que a empresa removeu mais de 23,4 milhões de postagens publicadas por contas brasileiras em 2021. No mundo, o principal motivo para retirada de conteúdo é a política de proteção de menores.",0
"Waze lança 'Modo Retrô' com vozes das décadas de 70, 80 e 90; veja como usar",tecnologia,Aplicativo passou a ter três vozes de instrução de cada década para criar momento nostálgico; atualização é por tempo limitado.,0
Como fazer cópia do que você tem de mais importante no celular,tecnologia,Especialistas em tecnologia sempre recomendam que se faça backup das informações essenciais guardadas em seu dispositivo.,0
'Meu rosto foi roubado por golpistas de guerra na Ucrânia',tecnologia,Alguns golpistas criaram perfis falsos fingindo ser pessoas reais que precisam de ajuda na Ucrânia para desviar doações.,0
Pesquisa aponta aumento das denúncias contra discursos de ódio na internet em anos eleitorais no Brasil; veja como denunciar,tecnologia,Levantamento da Safernet Brasil registrou crescimento nos anos de 2020 e em 2018. Veja dados. ,0
Por que o WhatsApp Web tem irritado usuários com sua nova versão,tecnologia,Recurso é criticado com frequência pela demora para atualizar mensagens e carregar histórico de conversas no computador.,0
Elon Musk é processado por acionistas por atraso na divulgação de participação no Twitter,tecnologia,Processo diz que a divulgação tardia permitiu que Musk comprasse mais ações da rede social a preços mais baixos.,0
"Sistemas da Saúde ainda não voltaram totalmente ao normal, quatro meses após ataque",tecnologia,Muitas pessoas reclamam que doses que receberam da vacina contra Covid não aparecem no Conecte SUS.,0
"Mais de quatro meses depois, inquérito sobre ataque hacker a órgãos federais ainda não foi concluído ",tecnologia,"Governo federal afirma que aguarda conclusão das investigações para adotar possíveis medidas punitivas à Embratel, contratada para manter o serviço de ambiente de nuvem atacado em dezembro.",0
Bilionária Luiza Trajano tem WhatsApp clonado: 'Estão se passando por mim e pedindo dinheiro',tecnologia,Dona do Magalu alertou seguidores nas redes sociais. Criminosos costumam dizer que vítima trocou de número e pedir dinheiro. Veja como se proteger.,0
Pesquisadores identificam mais de mil perfis falsos usados para vendas no LinkedIn,tecnologia,Usuários fake disparavam mensagens de oferta de serviços na rede corporativa. Os robôs se passavam por pessoas reais com ajuda de fotos geradas por inteligência artificial e tinham experiências fictícias.,0
Nokia anuncia saída da Rússia; funcionários serão demitidos ,tecnologia,"Empresa possui 2 mil funcionários russos, dos quais cerca de 200 trabalham no setor de pesquisa e desenvolvimento. Anúncio ocorre um dia após sua rival sueca Ericsson decidir suspender as atividades.",0
Como escolher câmera de segurança com wi-fi,tecnologia,"Para monitorar o ambiente, ver se o bebê está dormindo ou se o pet fez bagunça, fabricantes oferecem opções que funcionam dentro e fora de casa. ",0
"Em busca de mais renda, muitos brasileiros perdem dinheiro no golpe do falso emprego",tecnologia,"Inflação alta e desemprego levam muitos a acreditarem em promessas de ganho fácil na internet. Só em Minas Gerais, mais de 28 mil pessoas foram à polícia denunciar crimes virtuais em 2021.",0
Amazon pede nova votação após trabalhadores aprovarem criação de sindicato nos EUA,tecnologia,Empresa diz que a participação de alguns funcionários na votação foi suprimida por grupos favoráveis à sindicalização.,0
Carro autônomo acelera sozinho ao ser cercado por policiais nos EUA; VÍDEO,tecnologia,Veículo avançou alguns metros depois de ser abordado por oficiais da Polícia de São Francisco. Empresa responsável pelo carro disse que esta foi uma ação planejada e que a ideia era parar em um local mais seguro.,0
Carro autônomo acelera sozinho ao ser cercado por policiais nos EUA,tecnologia,"Um carro autônomo surpreendeu ao acelerar após ser cercado por policiais de São Francisco, nos EUA. O veículo estava sem motorista e, quando foi abordado, avançou sozinho e parou alguns metros à frente.",0
Google processa suposto estelionatário que usava suas ferramentas para praticar 'golpe dos filhotes' na internet,tecnologia,O suspeito é acusado de vender cães que nunca entregava usando e-mails e o serviço de voz da gigante das buscas. Essa foi a primeira vez que a companhia entrou diretamente com um processo de proteção ao consumidor.,0
Os microchips que permitem pagamento com a mão,tecnologia,"Empresas oferecem chips de pagamento injetados sob a pele, que podem ser usados para pagar contas como um cartão de débito ou crédito comum.",0
"Elon Musk desiste de entrar para conselho do Twitter, anuncia CEO da rede social",tecnologia,"O fundador da Tesla se tornou o maior acionista da rede social após comprar uma participação de 9,2% da companhia. No sábado (9), o magnata perguntou aos seus seguidores se a plataforma estava morrendo.",0
Geoengenharia solar: por que cientistas se mobilizam contra ideia apoiada por Bill Gates para conter aquecimento global,tecnologia,Conceito de geoengenharia solar consiste em criar um 'espelho' na atmosfera para refletir raios solares de volta para o espaço. Críticos dizem que consequências da aplicação da técnica podem ser graves.,0
"Elon Musk desiste de integrar o conselho de administração do Twitter, diz presidente-executivo da rede social",tecnologia,"Magnata comprou recentemente 9,2% das ações e se tornou o maior acionista da empresa. No sábado (9), o fundador da Tesla perguntou a seus seguidores se a rede social estava morrendo.",0
Primeira missão totalmente privada chega à Estação Espacial Internacional,tecnologia,"Missão se junta aos sete tripulantes da Estação Espacial Internacional, por um período de oito dias, para conduzir experimentos científicos e biomédicos",0
YouTube bloqueia canal do parlamento russo e causa ira de autoridades,tecnologia,"Neste sábado (9), uma mensagem apareceu informando que o canal ""Duma TV"" havia sido encerrado por violação dos Termos de Serviço do YouTube. Autoridades da Rússia disseram que o serviço de streaming pode enfrentar restrições.",0
O que é um passageiro cinco estrelas na visão de motoristas de aplicativos?,tecnologia,"Um novo recurso do aplicativo Uber revela para os passageiros as avaliações deixadas pelos motoristas da plataforma. A opção faz parte da nova central de privacidade. Com os dados liberados, os passageiros podem descobrir quantas vezes receberam avaliações entre 1 e 5 estrelas.",0
'Não somos turistas': o que a primeira tripulação privada da Estação Espacial Internacional vai fazer no espaço,tecnologia,Três empresários e um ex-astronauta da Nasa decolaram à ISS nesta sexta-feira (8) com foguete da SpaceX. Missão da Axiom Space marca um novo movimento de privatização da órbita baixa do planeta.,0
Chegada de Elon Musk desperta temores entre funcionários do Twitter,tecnologia,"Colaboradores da rede social temem influência do magnata para uma possível volta de Donald Trump, banido em janeiro, à plataforma. Em seu perfil, o fundador da Tesla compartilhou memes sobre a compra de uma fatia do serviço e até lembrou polêmica de 2018, quando fumou maconha em um podcast.",0
Instagram derruba selfie em que Ana Cañas aparece nua em frente ao espelho,tecnologia,"Na imagem, cantora aparece com seios cobertos por figurinha de borboleta. Após a exclusão da postagem, ela acusou a rede social de censura.",0
"A evolução do deepfake, futuro da criação de conteúdo",tecnologia,"Os chamados 'deepfakes', ou vídeos gerados por inteligência artificial, estão sendo cada vez mais usados ​​comercialmente.",0
"Facebook derruba perfis falsos que postavam desinformação sobre a Amazônia e, segundo relatório, pertenciam a 2 militares",tecnologia,"De acordo com documentos da Meta, empresa que controla a rede social e o Instagram, 'indivíduos associados' ao serviço militar brasileiro usavam páginas e perfis de forma coordenada para criticar ONGs ambientalistas.",0
Rússia acusa Google de espalhar 'fake news' sobre a Ucrânia e proíbe publicidade,tecnologia, Agência reguladora russa também acusa o Google de censurar a mídia estatal.,0
Como recuperar mensagens apagadas do WhatsApp? ,tecnologia,Aplicativo recomenda que o usuário atualize com frequência o backup da conta para resgatar conversas.,0
Câmara rejeita urgência para projeto que criminaliza fake news,tecnologia,Urgência viabilizaria votação no plenário sem que texto passasse por comissões. Proposta exige que provedores tenham representação jurídica e prevê remuneração por conteúdo jornalístico.,0
Motoristas da Uber reclamam de mudança nas corridas em SP: 'Ficou pior pra gente e para o passageiro',tecnologia,"Empresa anunciou nesta terça-feira (5) que passou a mostrar para os parceiros o endereço de destino e o valor total antes de aceitarem a corrida. Motoristas afirmam que, além da exibição do preço, cálculo da tarifa também foi alterado, e que estão recebendo menos por corrida. A empresa nega que tenha mudado o funcionamento da tarifa dinâmica.",0
"Vevo investiga hackeamento no YouTube de canais de Justin Bieber, Drake, Taylor Swift e mais artistas",tecnologia,"Golpista, condenado a dois anos de prisão mentir sobre câncer terminal e fraudar anônimos e celebridades, usou perfis para transmitir vídeos.",0
Uber vai mostrar destino e valor aos motoristas antes de eles aceitarem as corridas,tecnologia,"Com o recurso, os condutores cadastrados no aplicativo vão ter a opção de recusar as corridas oferecidas. Antes, eles só viam  uma estimativa do percurso até o ponto de encontro do usuário.",0
Quais os planos de Elon Musk para o Twitter?,tecnologia,"O fundador da Tesla se tornou o maior acionista individual da rede social, além de membro do conselho.",0
WhatsApp lança assistente virtual do TSE para tirar dúvidas sobre eleições; veja como utilizar,tecnologia,"Ferramenta chamada de 'chatbot' é gratuita e também oferece dicas sobre como descobrir se uma notícia é verdadeira ou não. Futuramente, será possível compartilhar checagens de fatos, diz empresa.",0
Twitter diz que está trabalhando em opção de editar tuíte,tecnologia,"Rede social havia tratado da possibilidade em 1º de abril, Dia da Mentira, mas disse nesta terça-feira (5) que não estava brincando. Novo acionista da empresa, Elon Musk fez enquete sobre o novo recurso.",0
Lira diz que urgência para projeto que criminaliza fake news deve ser votada nesta quarta,tecnologia,Urgência permite que projeto 'pule' comissões e vá direto ao plenário; Lira diz que texto já foi negociado. Projeto exige que empresas do setor tenham representação jurídica no Brasil.,0
Instagram testa recurso que publica todos os vídeos na seção Reels,tecnologia,A rede social tem reforçado o formato de conteúdo em vídeo dentro de seu aplicativo para resistir ao avanço do TikTok.,0
Quem são os maiores acionistas do Twitter,tecnologia,"Bilionário Elon Musk passou a ser o maior investidor por comprar 9,2% das ações. Após o magnata, empresas gestoras de investimentos são as principais acionistas da plataforma. ",0
Elon Musk vira mais rico do mundo pela primeira vez em lista anual da 'Forbes',tecnologia,"Fundador da Tesla, empresário tem fortuna avaliada em US$ 219 bilhões (cerca de R$ 1 trilhão) e superou Jeff Bezos, dono da Amazon. Líder do ranking se tornou recentemente maior acionista individual do Twitter.",0
Amazon planeja 83 lançamentos de satélites em 5 anos para concorrer com SpaceX; entenda a corrida das empresas,tecnologia,"Empresa de Jeff Bezos anunciou acordos com três empresas para iniciar 'constelação' de 3.236 satélites. Até o momento, a concorrente fundada por Elon Musk colocou 2.000 dispositivos em órbita para sua rede Starlink.",0
Elon Musk é indicado ao conselho do Twitter e promete 'melhorias significativas' para a rede social,tecnologia,"Magnata comprou uma fatia de 9,2% das ações da empresa e tem feito enquetes com seus milhões de seguidores sobre recursos que podem aperfeiçoar a plataforma.",0
O mundo secreto das confissões anônimas na internet,tecnologia,"A internet é frequentemente o lugar onde as pessoas apresentam uma versão perfeitamente retocada de si mesmas. Mas e as partes de nós que normalmente mantemos escondidas? A mídia social, na forma de ""páginas de confissão"" anônimas, está assumindo o lugar onde as pessoas podem compartilhar seus segredos mais profundos e sombrios.",0
Polícia prende 29 pessoas em Goiás suspeitas de participar de golpes milionários em aplicativo de mensagens,tecnologia,"Estima-se que, em todo país, 2 mil pessoas foram vítimas. Segundo a polícia, grupo usava foto de outras pessoas para entrar em contato com parentes e pedir dinheiro por meio do WhatsApp.",0
"Buscas por 'como fazer currículo pelo celular' crescem 270% em cinco anos, mostra pesquisa do Google",tecnologia,Brasileiros têm ainda grande interesse em saber como se faz um currículo pelo celular em pdf grátis e buscam informações sobre currículo para o primeiro emprego.,0
Ataques virtuais a correntistas crescem enquanto caem assaltos a agências bancárias  ,tecnologia,"No primeiro semestre de 2021, houve um aumento de 165% nos golpes em que a vítima é manipulada para fornecer informações pessoais. Já assaltos a agências tiveram queda de 98% em 21 anos, e ataques a caixas eletrônicos caíram 92,5% entre 2014 e 2021.  ",0
